Purchaser,Copies Ordered
Heywood Hill fr. O. S.,1.0
Heywood,1.0
Hersant,1.0
Schnitzlen,1.0
Scribners,1.0
H. Young,1.0
Harrassowitz,1.0
Hall C'bridge,1.0
Shakespeare & Co,1.0
H. M. Stationery,1.0
Harrison,1.0
Hills & Co,1.0
Schiff,1.0
Hogarth,1.0
H. G. Crisp,1.0
Holmes-Rochdale,1.0
Host,1.0
How. Mrs. Nicolson,1.0
S. P. C. K.,1.0
Ruddelunger,1.0
Rogers,1.0
Regent Advertising Co,1.0
Irish Meth. Pub. Co,1.0
J Birrell,1.0
J. A. Bardsley,1.0
Red Lion,1.0
J. M. Haderer,1.0
Hitchcock,1.0
Gunperty,1.0
Golloway & Hodges,1.0
Simmonds,1.0
Trevelyan,1.0
Times Book Co,1.0
Thornton ,1.0
E. S. A.,1.0
Eason,1.0
Swets & Zeitlinger,1.0
Ed. Supply Ass,1.0
Edw. B. Archer,1.0
Elkin Matthews,1.0
Eltons,1.0
Everett,1.0
Strathmore,1.0
Faber & Gwyer,1.0
Flescher,1.0
Shathmore,1.0
Ford,1.0
Fower,1.0
Fowler,1.0
Fowler ,1.0
Foyles,1.0
Francis,1.0
Francke,1.0
Freemans Lib.,1.0
Observer,1.0
Frist Ed. Club,1.0
G. Over,1.0
George & Barrow,1.0
Smith fr. O. S,1.0
Smith Chiltern Ct.,1.0
Gorringe,1.0
Fords,1.0
"J. Smith, Glasgow",1.0
Jakcson,1.0
R. Grant,1.0
Medici Co,1.0
Philip (Lpl),1.0
Menzies G'gow,1.0
Philip,1.0
Meulenhoff & Co,1.0
Pembrey,1.0
Midland Edu.,1.0
Midland Educ. Co.,1.0
Miss Belsher,1.0
Miss Hope Mirrlees,1.0
Miss Porter Pp.,1.0
Miss Stanley,1.0
Modern Reader,1.0
Morley,1.0
Maynew,1.0
Morrell,1.0
Mrs. McGregor,1.0
Mrs. Smith,1.0
Mrs. Walter,1.0
Mt. Bksellers,1.0
Mudie (Miss),1.0
Palese B'shop,1.0
Oxford University Press,1.0
Murrell,1.0
Newman,1.0
Nicolson,1.0
Nijhoff,1.0
Non-such Press,1.0
O'Lochlawson,1.0
O. Anacher Ltd,1.0
Mrs. Bell,1.0
Maruzen,1.0
Marsden,1.0
Philip Son & Nephew,1.0
Jacksons,1.0
Triad,1.0
Jarrods,1.0
Jarrold,1.0
John Orr,1.0
Johnson,1.0
Purser,1.0
Poetry Bkshop,1.0
Kemisonn,1.0
King,1.0
L. C. Council,1.0
Lade,1.0
Lady Jones,1.0
Lady Wilke,1.0
Phoenix,1.0
Phillips,1.0
Phillip Sons ,1.0
Maggs Bros,1.0
Magg ,1.0
M. Grull,1.0
Lude V. Swine,1.0
Philip Son Dyes,1.0
London County Council,1.0
J. Stephen. 309.,1.0
Lon's Con. : Export,1.0
Literary B'Shop [Bookshop],1.0
Lilly,1.0
Lib. Kundig,1.0
Lewiss,1.0
Lewis,1.0
Lehman,1.0
Lomac's,1.0
Doleson Head B'shop,1.0
Frennedy ,1.0
Opdenberg,1.0
Boots Sheffield,1.0
"W. H. Smith, Harrogate",1.0
Allied Newspapers,1.0
Baker,1.0
Booth,1.0
Bookroom,1.0
Churchill,1.0
Clark,1.0
Aki Shoten,1.0
Cleaver,1.0
Wheaton fr OS,1.0
Clive Bell,1.0
Colbeck,1.0
Book Society,1.0
W. Thacker,1.0
Williams,1.0
Combridge (B'ham),1.0
"Combridge, Hove",1.0
Commin Exet,1.0
Angus & Robertson,1.0
Cever,1.0
Cashin,1.0
Boriswood,1.0
"W. H. Smith, S'fort ",1.0
Austens,1.0
"Brown, Hull",1.0
B'ham Post,1.0
"W. H. Smith, Paris",1.0
Burgis & Colbourne,1.0
Army & Navy Stores,1.0
Burlington,1.0
Burtons Montreal,1.0
Barnicott & Peace,1.0
Walker,1.0
C. P. Sawyer,1.0
C. S. S. A.,1.0
Argus S. Af. Newspp,1.0
Argosy Library (see 3227),1.0
B. H. Blackwell,1.0
"W. H. Smith, Leeds",1.0
Waskins A.,1.0
Archer,1.0
Cartumigue ,1.0
C. Bell,1.0
W. H. Smith & Sons,1.0
Ayre & Sons,1.0
Victoria Coll.,1.0
pp.,1.0
Denny (Qu. Vic. St),1.0
Wylie's,1.0
A. G. Browne,1.0
D. Wylie,1.0
Truslove (Clifford St),1.0
D. Wyllie,1.0
Dainden ,1.0
Truslove Oxford St.,1.0
Davenant B'Shop [Bookshop],1.0
"Truslove, Clifford",1.0
Belelerson,1.0
A. B. Ward,1.0
"A. Brown, Hull",1.0
A. Brown  ,1.0
"Cornish, M'chester [Manchester]",1.0
V. Woolf,1.0
Woolston Book,1.0
United Bk Stat.,1.0
Vintage,1.0
Beauchamp B & W (see 808),1.0
Cornish (London),1.0
-,1.0
"Wood, Oxford",1.0
Deutsche Forschungsgemeinschaft,1.0
mURIES,1.0
Dickinson,1.0
Vintage Bookshop,1.0
"Cornish Bros, B'ham",1.0
Woolston Bk Co,1.0
Didir,1.0
A. Wheaton,1.0
J. Strachey,2.0
Mac Millan,2.0
"R. Grant, E ",2.0
Beauchamp B & W (see 805),2.0
"J. Thin, E ",2.0
Young,2.0
Jackson Wylie,2.0
Read,2.0
Raveral,2.0
Philipson & Golder,2.0
Webberley,2.0
Willshaw,2.0
Biddles,2.0
Medici,2.0
Banermeister,2.0
Bidden  Ltd.,2.0
Literary B'shop,2.0
Lady Colefon,2.0
Pickering,2.0
Lodge & Lighfoot,2.0
Wyllies,2.0
Poetry B'shop [Bookshop],2.0
Wylie,2.0
Ken. Bookshop,2.0
Bookshop,2.0
K. Milne,2.0
Boots (Eastern) Ltd,2.0
Wm. Jackson,2.0
John Clark,2.0
"Bell, Mrs.",2.0
Lupton,2.0
Bookhunters,2.0
Book Room,2.0
Hodges & Figgis,2.0
Midland Educ Leicester,2.0
Collets,2.0
Simmons,2.0
Goulden,2.0
Pembray,2.0
Sisson & Parker,2.0
Glaisher,2.0
"Smith, Paris",2.0
Galloway & Porter,2.0
Gallery,2.0
Socialist,2.0
Starr,2.0
Bridger,2.0
"Cooper, Bournemouth",2.0
Parker Oxford,2.0
"Cornish, B'ham [Birmingham]",2.0
A. Rogers,2.0
Cowerel,2.0
F. Henderson (see 967),2.0
Stony,2.0
Varr Olmas,2.0
Dawsons,2.0
Over,2.0
Taylor & Colbridge,2.0
Didier,2.0
Fritze,2.0
H. Cleaver,2.0
Coates,2.0
W. H. Smith Kensington,2.0
Brierley,2.0
J. Menzies E'bro,2.0
J. Lehmann,2.0
Rees,2.0
Brunton,2.0
Young L. Frooe ,2.0
I. L. P.,2.0
Sanders,2.0
Cambridge B'shop,2.0
Akateeminen,2.0
"Hills, Sunderland",2.0
Barrette,2.0
H. Seed,2.0
Heinemann,2.0
Hanna,2.0
Andrews,2.0
Chelsea Bk Co,2.0
Christchurch,2.0
