Purchaser,Copies Ordered
"W. H. Smith, Kensington",2.0
Mrs. Nicolson,2.0
Seed & Gabbutt,2.0
"W. H. Smith, B'ham [Birmingham]",2.0
Philip Son & Nep,3.0
A. & N. S ,3.0
Mawson Swan & Morgan,3.0
Zabel,3.0
A. V. A. Sedaris,3.0
Backus,3.0
Bame Hollingouth,3.0
Morgan & Higgs,3.0
Dongens & Fulis ,3.0
Lows Export,3.0
Hatchard,3.0
Harrods (Library),3.0
H. M. St. Office,3.0
Combridge,3.0
Sotheran,3.0
Gable End Lib,3.0
Friends Bk Store,3.0
Beauchamp B & W,3.0
Stechert,3.0
D. Bell,3.0
Eland,3.0
Edwards,3.0
"Truslove, Sloane St.",3.0
E. S. A. (2 retd 1 changed),3.0
Sydney. F ,3.0
Thin,3.0
Stinger,3.0
Chaundy,3.0
Chelsea B'shop (see 681),3.0
Hodges Figgis,3.0
Phillip,3.0
Book Hunters (see 1425),3.0
Wheaton,3.0
Jones & Evan,3.0
Jardine,3.0
Warel,3.0
Hockliffe,3.0
"J. Smith, S'f ",3.0
J. Thornton,3.0
Dillin,3.0
Bryce,3.0
Roberts,3.0
Burn Gates,3.0
Saxton,3.0
Holmes,3.0
"J. Smith, G'gow",3.0
"W. H. Smith, Reading",3.0
Students B'shop,4.0
Seefearans,4.0
Whitcombe & Tomb,4.0
J. Smith,4.0
Gibson,4.0
Lady Colefax,4.0
Nolanela,4.0
Lamley (see 30),4.0
Brown Mulf,4.0
"Glaisher, Holborn",4.0
Jackson Wyllie,4.0
Low's Export,4.0
Blackwell (see 207),4.0
Mawson Swan,4.0
Cornish,4.0
Grant,4.0
Midland,4.0
H. M. Stationery Office,4.0
Hudson,4.0
Galignani ,4.0
Hugh Rees,5.0
Book Worm,5.0
Seeber,5.0
Broadhurst,5.0
Bellhouse,5.0
Marlborough,5.0
Argosy Lib ,5.0
Meulenhoff,5.0
Friends,5.0
Meni.,5.0
"Douglas, V Foulis",6.0
Titus,6.0
Truslove (Sloane St),6.0
Chelsea B'shop,6.0
E. Howell,6.0
Sloane B'shop (see 36),6.0
Sloane B'shop [Bookshop],6.0
Dawson,6.0
Dulan & Co,6.0
Smith Strand Ho.,6.0
Glaisher Wigmore,6.0
W. H. Smith (Strand),6.0
Simptuns,6.0
J. Bain,6.0
"Holmes, S'f ",6.0
Lehmann,6.0
Poetry B'shop,6.0
K. E. C. Stores,6.0
Princes,6.0
Princess di Bassiano,6.0
Jackson,6.0
Welwyn,6.0
I. Smith S'jm,6.0
Blackwell Oxford,6.0
Douglas & Fowles,6.0
I. Grant,6.0
Howell,6.0
I. Bain,6.0
Truslove & Hanson,7.0
Woolston,7.0
Eaton,7.0
Days Lib,7.0
Green Frog,7.0
Chelsea Book Club (see 634),7.0
Cleverdon,7.0
Darter,7.0
Selfridge,8.0
J. Thin,8.0
Cambridge Mag. Bkshop,8.0
Galignani,8.0
Galignani Lib,9.0
Dulan,9.0
A. Wilson,9.0
Central,9.0
Book Hunters (see 1389),9.0
Harrods Lib,9.0
Stevens & Brown,9.0
Davenant B'shop,9.0
F. Henderson (see 1084),10.0
A & N Stores,10.0
J. Thin E'bro (see 3057),10.0
Goulden & Curry,10.0
Jones & Evans,11.0
Truslove & Hanson Sloane St.,12.0
Denny,12.0
Day's Library,12.0
Bowes ,12.0
Days Library,12.0
Birrell & Garrett ,12.0
W. Hatchards,12.0
Bowes   ,12.0
Deighton Bell,12.0
F. Henderson ,12.0
R. Grant E'bro,12.0
Progressive B'shop [Bookshop],12.0
J. Bumpus,12.0
Progressive B'shop,12.0
L. Chaundy,12.0
Shakespeare,12.0
Cornish B'ham,13.0
Army & Navy,13.0
Brentanos,13.0
Mrs. Woolf,13.0
Simpkin Marshall,14.0
Dulan ,14.0
Beaumont,14.0
Ward,14.0
Sloane B'shop,15.0
H. Rees,15.0
Lamley,15.0
J. Clark,15.0
Beauchamp Bk Co,16.0
Gordon & Gotch,17.0
F. Henderson,18.0
Better Books,18.0
Thames,18.0
W. Jackson (see 598),20.0
Holi Jackson,20.0
Askew,20.0
"Truslove, Sloane St",22.0
Times,22.0
Heffer,22.0
Williams & E,24.0
Sherratt & Hughes,25.0
Cooper,26.0
Bickers,27.0
Stoneham,28.0
Wilson,29.0
Birrell & Garnett,30.0
"Truslove, Clifford St.",30.0
Mudie's,30.0
Truslove,34.0
Douglas & Foulis,39.0
Blackwell,45.0
Bowes & Bowes,63.0
Lees,64.0
Lewis Bk Co,64.0
Foyle,79.0
Mudies Lib,85.0
Smith,96.0
Times Bk Club,100.0
Harrods,122.0
Bowes,136.0
Zwemmer,141.0
S ,150.0
Simpkin,152.0
W. Jackson,159.0
Mudies,164.0
Times Bk Co,182.0
Hatchards,249.0
Boots,330.0
W. H. Smith,369.0
Bumpus,511.0
Simpkins,593.0
